fold,metric_type,metric,value_mitig,value_nomitig,value_pol
0,performance,Accuracy,0.6621934379137888,0.6507569268230197,0.3759211413544707
0,performance,Precision,0.6904747944099211,0.4192257804265117,0.22653137886945848
0,performance,Recall,0.46607072352239853,0.5622145308177242,0.6065821753407381
0,performance,F1,0.22957050336487217,0.3194881232849752,0.47171959419294407
0,performance,Roc Auc,0.4720503632878664,0.6678556622096834,0.5481708846466232
0,fairness,1 - Demographic Parity Difference,0.9259927424264011,0.4504963512279968,0.5731598247287264
0,fairness,1 - Equalized Odds Difference,0.9163007931824738,0.5438897829051426,0.6623249946724277
1,performance,Accuracy,0.8317910471236526,0.6340672525773884,0.5345900550777061
1,performance,Precision,0.8274654573986489,0.5412056541402196,0.43729248702838436
1,performance,Recall,0.5253815754648379,0.4979751944486725,0.7342413730774896
1,performance,F1,0.448168907274636,0.03051003335988922,0.4155306200579028
1,performance,Roc Auc,0.5121865741850189,0.6656152519065917,0.38614931014322806
1,fairness,1 - Demographic Parity Difference,0.9658892706408486,0.5765535485593327,0.7653504437968799
1,fairness,1 - Equalized Odds Difference,0.9316775679680128,0.4752425529123182,0.5022966191468887
2,performance,Accuracy,0.6560416794715452,0.679903243565634,0.5045537481410641
2,performance,Precision,0.7018416954339218,0.36460534909245135,0.4829362489282907
2,performance,Recall,0.33806251025351064,0.6125795720389384,0.850900474715789
2,performance,F1,0.24275982666401982,0.1916638694695728,0.39346074591423474
2,performance,Roc Auc,0.3894332908163318,0.7505875180490986,0.5273203085933957
2,fairness,1 - Demographic Parity Difference,0.8399475194341397,0.5477762548079053,0.8077052858656307
2,fairness,1 - Equalized Odds Difference,0.9898979811902524,0.5569397068264027,0.6697239823661068
3,performance,Accuracy,0.5550694464655209,0.7064090780782989,0.27348982298934466
3,performance,Precision,0.74205158028099,0.5082357315441126,0.5762113283876644
3,performance,Recall,0.3194083020789846,0.6765189538669392,0.4762607695750146
3,performance,F1,0.22252665966748897,0.18490949478652863,0.5153714745571455
3,performance,Roc Auc,0.6654419304220605,0.6430375568740968,0.4273569724966336
3,fairness,1 - Demographic Parity Difference,0.8948735645864585,0.5591701574426133,0.7763009409339364
3,fairness,1 - Equalized Odds Difference,0.985393165487247,0.4828556778043437,0.6656294309903728
4,performance,Accuracy,0.6737005175835371,0.7455061944139588,0.49437737499146156
4,performance,Precision,0.6603366055303762,0.5808235411893372,0.2860828207534773
4,performance,Recall,0.5121773323477656,0.5334512599397914,0.4786137124902674
4,performance,F1,0.3919186044087002,0.4363423713471297,0.5508719449915989
4,performance,Roc Auc,0.5698447690325872,0.4876329372220122,0.4793802568815132
4,fairness,1 - Demographic Parity Difference,0.9743525427585983,0.4684003338514755,0.823791029050438
4,fairness,1 - Equalized Odds Difference,0.9684846799409067,0.32595605872788924,0.6042664574833552
