fold,metric_type,metric,value_mitig,value_nomitig,value_pol
0,performance,Accuracy,0.4614370895677128,0.6825829640047505,0.5711704545558846
0,performance,Precision,0.6207483623415082,0.635651442310292,0.4109910451627585
0,performance,Recall,0.3178170132315547,0.4282691365327235,0.3593217528187209
0,performance,F1,0.32761230420925747,0.16479620072731854,0.41485382891643896
0,performance,Roc Auc,0.532436113059721,0.5331538541651422,0.5171552575260521
0,fairness,1 - Demographic Parity Difference,0.8604075588290659,0.6116478335811363,0.8681007520916918
0,fairness,1 - Equalized Odds Difference,0.8547501845487162,0.29225508388776017,0.7703773754700737
1,performance,Accuracy,0.7427772944950503,0.6210435881407407,0.5677902635589559
1,performance,Precision,0.5331061956913183,0.4543146858836842,0.5821079170635182
1,performance,Recall,0.1879229375471962,0.467904076168399,0.17658169453550693
1,performance,F1,0.341973006056076,0.31526386753139013,0.3888944826058976
1,performance,Roc Auc,0.6142312807282035,0.4260135185404438,0.6130753437294552
1,fairness,1 - Demographic Parity Difference,0.8421475320378577,0.4584259724465478,0.8527139061185086
1,fairness,1 - Equalized Odds Difference,0.8747795930989365,0.47703431434292665,0.6587087280566502
2,performance,Accuracy,0.47174971579038844,0.7353296198880861,0.2892886413101784
2,performance,Precision,0.2999563037832538,0.5880900769413323,0.25114261548407346
2,performance,Recall,0.5417116913622064,0.4984411723774601,0.10595334016998348
2,performance,F1,0.32233795919397507,0.18654206020873626,0.2931114673651878
2,performance,Roc Auc,0.5013435124447649,0.8503062759334603,0.4526551289148274
2,fairness,1 - Demographic Parity Difference,0.8011097804263988,0.5010091021020573,0.8022429147243779
2,fairness,1 - Equalized Odds Difference,0.7340122109788745,0.2787889829188357,0.676571868337832
3,performance,Accuracy,0.5534743845018082,0.5806283927985987,0.28787660011122146
3,performance,Precision,0.6306511548847904,0.6103774943524051,0.16541154369284466
3,performance,Recall,0.3558428974233835,0.555092421859639,0.4206292071569138
3,performance,F1,0.26446717145171245,0.14159802567076565,0.29627853140886445
3,performance,Roc Auc,0.4503704985651039,0.6711041037699355,0.544091743769884
3,fairness,1 - Demographic Parity Difference,0.8061587607056773,0.55603169169588,0.8756778277802159
3,fairness,1 - Equalized Odds Difference,0.7201812004890642,0.3390775322807985,0.7814850626033248
4,performance,Accuracy,0.5688562487018891,0.4636097663128395,0.5698107819969285
4,performance,Precision,0.42531946931440673,0.47858680408813176,0.4638907275186684
4,performance,Recall,0.35025468245227626,0.45697736798439303,0.303073955432049
4,performance,F1,0.27548637552662236,0.4052543925621087,0.29454091607331245
4,performance,Roc Auc,0.6718871179193547,0.56531522544485,0.4775209623678742
4,fairness,1 - Demographic Parity Difference,0.8527460340148673,0.5564965881832619,0.7834894865784044
4,fairness,1 - Equalized Odds Difference,0.7402261262167851,0.5107147890025057,0.7720003468173556
