fold,metric_type,metric,value_mitig,value_nomitig,value_pol
0,performance,Accuracy,0.6344294003868471,0.7833655705996132,0.7069439071566731
0,performance,Precision,0.5555555555555556,0.9876543209876544,0.7589887640449438
0,performance,Recall,0.05235602094240838,0.418848167539267,0.3269633507853403
0,performance,F1,0.09569377990430622,0.5882352941176471,0.4642857142857142
0,performance,Roc Auc,0.5139080718208974,0.7078903414383452,0.6024080557607683
0,fairness, Demographic Parity Ratio,0.7,0.5,0.80
0,fairness, Equalized Odds Ratio,0.625,0.0,0.78
1,performance,Accuracy,0.6363636363636364,0.8278529980657641,0.7020889748549323
1,performance,Precision,0.8,1.0,0.885064935064935
1,performance,Recall,0.010526315789473684,0.531578947368421,0.3289473684210526
1,performance,F1,0.020833333333333332,0.6941580756013745,0.4893258426966292
1,performance,Roc Auc,0.5052631578947369,0.7657894736842106,0.6318284242716884
1,fairness, Demographic Parity Ratio,0.9753086419753086,0.6666666666666667,0.9076543209876544
1,fairness, Equalized Odds Ratio,0.9375,0.0,0.90875
2,performance,Accuracy,0.7112403100775194,0.7906976744186046,0.7193798449612403
2,performance,Precision,0.8596491228070176,0.9659090909090908,0.9063013698630136
2,performance,Recall,0.2578947368421053,0.4473684210526316,0.3089473684210526
2,performance,F1,0.3967611336032389,0.6115107913669064,0.5075285171102662
2,performance,Roc Auc,0.6166774297707459,0.7190829835324508,0.637939941879238
2,fairness, Demographic Parity Ratio,0.6585365853658536,0.782608695652174,0.7792682926829268
2,fairness, Equalized Odds Ratio,0.0769230769230768,0.3194444444444444,0.5584615384615384
3,performance,Accuracy,0.686046511627907,0.7868217054263565,0.7034883720930233
3,performance,Precision,0.75,1.0,0.9302325581395348
3,performance,Recall,0.22105263157894736,0.4210526315789473,0.2105263157894736
3,performance,F1,0.34146341463414637,0.5925925925925926,0.3433476394849785
3,performance,Roc Auc,0.5890539231514369,0.7105263157894737,0.6006619309008718
3,fairness, Demographic Parity Ratio,0.6619718309859155,0.7058823529411764,0.8309859154929577
3,fairness, Equalized Odds Ratio,0.3103448275862068,0.2857142857142857,0.6551724137931034
4,performance,Accuracy,0.6317829457364341,0.8062015503875969,0.7635658914728682
4,performance,Precision,0.5,1.0,0.9857142857142858
4,performance,Recall,0.07894736842105263,0.4736842105263157,0.3631578947368421
4,performance,F1,0.13636363636363635,0.6428571428571429,0.5307692307692308
4,performance,Roc Auc,0.5164675492412012,0.7368421052631579,0.6800452050371327
4,fairness, Demographic Parity Ratio,0.64,0.7981220657276995,0.8200000000000001
4,fairness, Equalized Odds Ratio,0.5555555555555556,0.3636363636363636,0.7777777777777778
