fold,metric_type,metric,value_mitig,value_nomitig,value_pol
0,performance,Accuracy,0.7369439071566731,0.7833655705996132,0.3806576402321083
0,performance,Precision,0.8089887640449438,0.9876543209876544,0.33333333333333337
0,performance,Recall,0.3769633507853403,0.418848167539267,0.031413612565445025
0,performance,F1,0.5142857142857142,0.5882352941176471,0.057416267942583726
0,performance,Roc Auc,0.6624080557607683,0.7078903414383452,0.3083448430925384
0,fairness, Demographic Parity Ratio,0.85,0.5,0.3
0,fairness, Equalized Odds Ratio,0.8125,0.0,0.225
1,performance,Accuracy,0.7620889748549323,0.8278529980657641,0.3818181818181818
1,performance,Precision,0.935064935064935,1.0,0.6
1,performance,Recall,0.3789473684210526,0.531578947368421,0.00631578947368421
1,performance,F1,0.5393258426966292,0.6941580756013745,0.012499999999999999
1,performance,Roc Auc,0.6818284242716884,0.7657894736842106,0.30315789473684207
1,fairness, Demographic Parity Ratio,0.9876543209876544,0.6666666666666667,0.5
1,fairness, Equalized Odds Ratio,0.96875,0.0,0.43
2,performance,Accuracy,0.7693798449612403,0.7906976744186046,0.42674418604651165
2,performance,Precision,0.9863013698630136,0.9659090909090908,0.5157894736842106
2,performance,Recall,0.3789473684210526,0.4473684210526316,0.15473684210526317
2,performance,F1,0.5475285171102662,0.6115107913669064,0.2380566801619433
2,performance,Roc Auc,0.687939941879238,0.7190829835324508,0.37000645786244757
2,fairness, Demographic Parity Ratio,0.8292682926829268,0.782608695652174,0.45
2,fairness, Equalized Odds Ratio,0.5384615384615384,0.3194444444444444,0.03
3,performance,Accuracy,0.7034883720930233,0.7868217054263565,0.4116279069767442
3,performance,Precision,0.9302325581395348,1.0,0.44999999999999996
3,performance,Recall,0.2105263157894736,0.4210526315789473,0.1326315789473684
3,performance,F1,0.3433476394849785,0.5925925925925926,0.20487804878048782
3,performance,Roc Auc,0.6006619309008718,0.7105263157894737,0.35343235389086214
3,fairness, Demographic Parity Ratio,0.8309859154929577,0.7058823529411764,0.55
3,fairness, Equalized Odds Ratio,0.6551724137931034,0.2857142857142857,0.47
4,performance,Accuracy,0.7635658914728682,0.8062015503875969,0.37906976744186044
4,performance,Precision,0.9857142857142858,1.0,0.5
4,performance,Recall,0.3631578947368421,0.4736842105263157,0.047368421052631574
4,performance,F1,0.5307692307692308,0.6428571428571429,0.08181818181818182
4,performance,Roc Auc,0.6800452050371327,0.7368421052631579,0.3098805295447207
4,fairness, Demographic Parity Ratio,0.8200000000000001,0.7981220657276995,0.64
4,fairness, Equalized Odds Ratio,0.7777777777777778,0.3636363636363636,0.5555555555555556
