fold,metric_type,metric,value_mitig,value_nomitig,value_pol
0,performance,Accuracy,0.6344294003868471,0.7833655705996132,0.3806576402321083
0,performance,Precision,0.5555555555555556,0.9876543209876543,0.33333333333333337
0,performance,Recall,0.05235602094240838,0.418848167539267,0.031413612565445025
0,performance,F1,0.09569377990430622,0.5882352941176471,0.057416267942583726
0,performance,Roc Auc,0.5139080718208974,0.7078903414383452,0.3083448430925384
0,fairness,1 - Demographic Parity Difference,0.85,0.5,0.7
0,fairness,1 - Equalized Odds Difference,0.8125,0.0,0.625
1,performance,Accuracy,0.6363636363636364,0.8278529980657641,0.3818181818181818
1,performance,Precision,1.0,1.0,0.6
1,performance,Recall,0.010526315789473684,0.531578947368421,0.00631578947368421
1,performance,F1,0.020833333333333332,0.6941580756013745,0.012499999999999999
1,performance,Roc Auc,0.5052631578947369,0.7657894736842106,0.30315789473684207
1,fairness,1 - Demographic Parity Difference,0.9876543209876543,0.6666666666666667,0.9753086419753086
1,fairness,1 - Equalized Odds Difference,0.96875,0.0,0.9375
2,performance,Accuracy,0.7112403100775194,0.7906976744186046,0.42674418604651165
2,performance,Precision,0.8596491228070176,0.9659090909090909,0.5157894736842106
2,performance,Recall,0.2578947368421053,0.4473684210526316,0.15473684210526317
2,performance,F1,0.3967611336032389,0.6115107913669064,0.2380566801619433
2,performance,Roc Auc,0.6166774297707459,0.7190829835324508,0.37000645786244757
2,fairness,1 - Demographic Parity Difference,0.8292682926829268,0.782608695652174,0.6585365853658536
2,fairness,1 - Equalized Odds Difference,0.5384615384615384,0.3194444444444444,0.07692307692307687
3,performance,Accuracy,0.686046511627907,0.7868217054263565,0.4116279069767442
3,performance,Precision,0.75,1.0,0.44999999999999996
3,performance,Recall,0.22105263157894736,0.42105263157894735,0.1326315789473684
3,performance,F1,0.34146341463414637,0.5925925925925926,0.20487804878048782
3,performance,Roc Auc,0.5890539231514369,0.7105263157894737,0.35343235389086214
3,fairness,1 - Demographic Parity Difference,0.8309859154929577,0.7058823529411764,0.6619718309859155
3,fairness,1 - Equalized Odds Difference,0.6551724137931034,0.2857142857142857,0.31034482758620685
4,performance,Accuracy,0.6317829457364341,0.8062015503875969,0.37906976744186044
4,performance,Precision,0.5,1.0,0.3
4,performance,Recall,0.07894736842105263,0.47368421052631576,0.047368421052631574
4,performance,F1,0.13636363636363635,0.6428571428571429,0.08181818181818182
4,performance,Roc Auc,0.5164675492412012,0.7368421052631579,0.3098805295447207
4,fairness,1 - Demographic Parity Difference,0.8200000000000001,0.7981220657276995,0.64
4,fairness,1 - Equalized Odds Difference,0.7777777777777778,0.36363636363636365,0.5555555555555556
